transaction_id,customer_age,sender_country,recipient_country,risk_segment,account_age_days,account_balance,avg_transaction_amount,transaction_amount,transaction_type,device_type,previous_failed_attempts,transactions_last_24h,days_since_last_transaction,time_by_greenwich,is_fraud
6772,30,Russia,Kazakhstan,low,2443,25411.97,1408.92,3613.22,bill_payment,mobile,0,2,34,2026-01-01 00:55:19,0
6773,72,Russia,Russia,low,1185,42527.88,381.5,48751.17,online_transfer,pos_terminal,0,3,42,2026-01-01 17:15:38,0
6774,50,Russia,Kazakhstan,low,1997,77238.15,1108.56,343.91,card_payment,mobile,0,2,13,2026-01-01 22:19:37,0
6775,29,Russia,Russia,low,1286,13378.85,1039.25,163.48,bill_payment,mobile,0,3,7,2026-01-01 01:37:52,0
6776,58,Turkey,Kazakhstan,low,2193,126258.52,3943.86,1211.6,online_transfer,pos_terminal,0,3,38,2026-01-01 05:08:27,0
6777,54,Russia,Russia,medium,3524,7180.98,392.81,991.04,online_transfer,mobile,1,3,19,2026-01-01 10:59:10,0
6778,43,Russia,Germany,medium,2109,15106.08,1828.82,2561.0,bill_payment,desktop,0,2,12,2026-01-01 20:58:34,0
6779,62,Germany,Russia,medium,703,28330.01,1603.71,1546.36,online_transfer,mobile,1,3,10,2026-01-01 05:43:47,0
6780,66,UAE,Russia,low,3129,6871.13,2532.98,3878.24,online_transfer,desktop,0,3,33,2026-01-01 08:01:28,0
6781,55,Kazakhstan,Unknown,low,3331,32153.02,1766.0,2346.45,card_payment,desktop,0,2,1,2026-01-01 22:05:51,0
6782,50,Russia,Russia,high,1583,226727.76,101.31,47.22,bill_payment,mobile,0,2,39,2026-01-01 10:43:19,0
6783,66,Kazakhstan,Russia,low,1463,15678.53,440.06,1959.24,card_payment,desktop,0,2,56,2026-01-01 08:14:19,0
6784,22,Russia,UAE,medium,3410,78064.18,1164.28,3470.05,card_payment,mobile,1,4,52,2026-01-01 14:03:27,0
6785,32,Russia,UAE,low,3441,77100.78,3742.45,24000.48,cash_withdrawal,mobile,0,3,49,2026-01-01 05:09:07,0
6786,23,UAE,Russia,medium,3401,9961.8,2823.59,5733.17,online_transfer,mobile,1,3,47,2026-01-01 22:37:31,0
6787,61,Russia,Russia,low,3612,16725.88,1574.08,6125.02,card_payment,desktop,0,2,58,2026-01-01 19:04:57,0
6788,23,Kazakhstan,Germany,medium,1793,41918.09,2480.08,6385.39,card_payment,atm,1,3,19,2026-01-01 10:23:21,0
6789,64,Russia,China,low,3060,76329.15,233.93,1565.99,crypto_transfer,atm,1,2,44,2026-01-01 22:13:26,1
6790,62,Russia,Russia,low,1334,18547.42,446.93,2857.45,online_transfer,atm,0,4,11,2026-01-01 14:05:23,0
6791,32,Kazakhstan,Russia,low,678,37525.34,812.53,493.55,card_payment,pos_terminal,0,2,52,2026-01-01 16:45:37,0
6792,54,Russia,Kazakhstan,low,34,34783.73,1371.42,3549.8,bill_payment,mobile,0,4,16,2026-01-01 16:39:21,0
6793,56,UAE,Kazakhstan,low,398,11006.08,3900.14,24291.99,online_transfer,desktop,0,2,46,2026-01-01 10:24:18,1
6794,50,Kazakhstan,Kazakhstan,low,2404,7004.91,182.18,161.75,card_payment,desktop,0,3,38,2026-01-01 06:25:34,0
6795,18,Turkey,UAE,low,232,59265.27,2008.71,7266.29,card_payment,desktop,0,3,14,2026-01-01 16:49:57,0
6796,49,Turkey,UAE,low,1891,5621.32,7699.43,11040.81,cash_withdrawal,mobile,2,2,45,2026-01-01 14:40:08,0
6797,23,UAE,Germany,low,865,7708.85,3164.09,7636.44,online_transfer,mobile,0,2,39,2026-01-01 17:10:07,0
6798,31,Russia,Russia,low,1349,19209.62,2135.89,5298.12,card_payment,desktop,0,4,36,2026-01-01 15:35:18,0
6799,70,Russia,Unknown,low,2870,52493.22,544.62,409.12,online_transfer,mobile,1,3,54,2026-01-01 08:23:32,0
6800,25,Russia,Russia,high,1826,33715.14,1526.74,1371.74,card_payment,mobile,0,3,49,2026-01-01 06:19:05,0
6801,41,Germany,Russia,low,1460,15733.61,6154.84,2923.94,crypto_transfer,desktop,1,4,38,2026-01-01 02:11:26,0
6802,35,Russia,Russia,low,2470,22819.71,2500.65,804.08,card_payment,mobile,1,3,34,2026-01-01 21:59:09,0
6803,43,Turkey,Russia,medium,2596,107755.12,1669.1,2488.79,online_transfer,pos_terminal,0,4,47,2026-01-01 18:08:11,0
6804,32,Turkey,Turkey,low,2294,13135.45,661.47,341.33,online_transfer,mobile,0,4,34,2026-01-01 20:52:18,0
6805,24,Turkey,Turkey,medium,1863,91088.71,5823.08,5408.5,online_transfer,pos_terminal,0,2,11,2026-01-01 11:14:47,0
6806,25,Kazakhstan,Russia,medium,368,61745.66,714.36,572.94,card_payment,mobile,0,4,24,2026-01-01 11:39:57,0
6807,51,Russia,Russia,low,2765,23011.79,3063.53,4761.76,card_payment,mobile,0,2,10,2026-01-01 15:48:55,0
6808,21,Russia,Turkey,low,2067,2905.64,1222.13,3266.51,crypto_transfer,desktop,0,5,43,2026-01-01 09:51:17,0
6809,49,China,Russia,high,1404,38028.46,4054.09,1786.3,card_payment,desktop,0,5,56,2026-01-01 19:17:22,0
6810,50,UAE,UAE,high,2627,8482.09,2735.38,6187.67,cash_withdrawal,desktop,1,3,24,2026-01-01 08:57:21,0
6811,43,Turkey,Germany,medium,41,35818.84,1386.49,1665.93,card_payment,mobile,0,3,40,2026-01-01 23:03:26,0
6812,43,Russia,Russia,medium,1764,16456.95,1187.76,3921.3,card_payment,mobile,1,2,11,2026-01-01 20:44:14,0
6813,46,Russia,Kazakhstan,low,1134,28532.0,869.79,1121.95,online_transfer,mobile,0,5,47,2026-01-01 17:22:06,0
6814,72,Russia,Kazakhstan,high,60,66045.93,2377.53,4743.33,card_payment,atm,2,4,31,2026-01-01 13:35:04,0
6815,54,Russia,Unknown,medium,34,113766.31,1087.34,13515.59,bill_payment,pos_terminal,0,0,17,2026-01-01 12:03:30,0
6816,27,Russia,Germany,high,652,79154.67,488.17,505.6,cash_withdrawal,atm,1,3,1,2026-01-01 19:12:53,0
6817,47,China,China,low,239,30039.33,2399.97,333.9,bill_payment,mobile,0,4,39,2026-01-01 23:30:44,0
6818,43,Russia,UAE,low,965,77805.0,1277.86,3204.87,online_transfer,atm,0,3,59,2026-01-01 06:57:32,0
6819,20,Russia,Turkey,low,740,19511.8,1693.48,3485.21,card_payment,pos_terminal,0,4,39,2026-01-01 01:03:03,0
6820,57,UAE,Russia,low,2936,17439.99,804.1,2734.91,online_transfer,desktop,0,4,4,2026-01-01 21:50:00,0
6821,32,Russia,Russia,high,2224,14726.29,369.83,193.28,cash_withdrawal,mobile,0,1,15,2026-01-01 05:52:26,0
6822,27,Russia,Germany,low,1324,38406.12,2652.02,6696.96,card_payment,mobile,0,2,40,2026-01-01 10:41:11,0
6823,65,Kazakhstan,Russia,low,1911,34685.52,1596.29,241.26,bill_payment,mobile,0,4,41,2026-01-01 11:17:22,0
6824,40,China,Kazakhstan,low,1219,31476.7,1253.16,1867.43,online_transfer,desktop,1,2,5,2026-01-01 06:44:38,0
6825,25,Russia,Russia,low,2021,52567.73,394.44,2329.7,cash_withdrawal,mobile,0,1,26,2026-01-01 10:27:31,0
6826,32,Russia,Russia,low,1955,34494.35,606.37,1654.13,online_transfer,desktop,0,5,1,2026-01-01 08:01:04,0
6827,68,Russia,Russia,low,2589,8593.75,8663.15,6977.59,cash_withdrawal,desktop,0,3,46,2026-01-01 16:47:55,0
6828,37,UAE,Russia,low,140,71121.63,775.8,414.2,card_payment,mobile,0,3,51,2026-01-01 22:25:07,0
6829,40,Turkey,Russia,low,2867,17165.0,303.67,927.84,card_payment,mobile,2,1,9,2026-01-01 22:33:16,0
6830,20,Russia,Russia,low,101,30289.51,1868.11,4747.47,online_transfer,mobile,0,5,27,2026-01-01 00:02:27,0
6831,50,UAE,Unknown,low,1647,21257.23,678.17,2564.9,online_transfer,mobile,0,2,3,2026-01-01 13:24:32,0
6832,58,Turkey,Russia,low,2193,126258.52,3943.86,338.69,bill_payment,pos_terminal,1,3,43,2026-01-01 13:05:02,0
6833,23,Russia,Kazakhstan,medium,2025,16799.97,1508.43,3309.25,card_payment,desktop,0,6,39,2026-01-01 09:37:32,0
6834,56,Germany,Unknown,medium,2155,33104.92,1044.0,3705.43,bill_payment,mobile,0,2,58,2026-01-01 10:03:07,0
6835,71,Germany,Turkey,medium,627,26646.25,901.65,881.03,online_transfer,desktop,0,5,45,2026-01-01 19:53:56,0
6836,21,Germany,China,medium,1465,22081.9,3544.59,9423.58,online_transfer,mobile,0,4,21,2026-01-01 01:43:50,0
6837,32,China,Turkey,low,1791,21423.65,1405.09,4700.73,card_payment,mobile,0,3,19,2026-01-01 21:45:07,0
6838,50,Russia,Russia,low,962,10607.9,3200.93,147618.68,online_transfer,atm,0,3,7,2026-01-01 17:28:30,1
6839,38,Turkey,Turkey,low,339,50770.57,1350.62,1512.15,online_transfer,mobile,0,5,3,2026-01-01 18:44:16,0
6840,56,China,Russia,medium,2848,13269.73,563.67,1004.83,card_payment,mobile,0,2,48,2026-01-01 22:52:43,0
6841,49,Kazakhstan,Germany,high,2017,35780.44,1546.2,6510.47,online_transfer,atm,0,2,48,2026-01-01 22:35:52,1
6842,30,Russia,Russia,low,2443,25411.97,1408.92,9151.21,card_payment,pos_terminal,0,3,13,2026-01-01 02:19:04,0
6843,56,China,Russia,low,804,49870.83,429.93,166.07,online_transfer,mobile,0,7,17,2026-01-01 16:33:32,0
6844,54,UAE,China,low,679,26544.93,2756.3,2169.01,online_transfer,desktop,0,5,19,2026-01-01 07:32:37,0
6845,48,Turkey,Germany,high,1712,33838.65,2812.88,37467.61,cash_withdrawal,atm,0,5,50,2026-01-01 07:03:02,1
6846,65,Germany,Germany,low,326,10895.03,3599.03,4563.79,card_payment,mobile,0,0,55,2026-01-01 14:47:31,0
6847,67,Russia,Russia,low,893,77327.91,1971.16,892.74,card_payment,pos_terminal,0,0,55,2026-01-01 05:57:53,0
6848,18,China,Russia,low,767,70225.47,429.3,2608.85,cash_withdrawal,pos_terminal,1,2,14,2026-01-01 16:56:22,0
6849,51,UAE,Russia,low,1920,142610.13,699.07,763.6,card_payment,desktop,1,5,43,2026-01-01 20:33:54,0
6850,73,UAE,Russia,low,2748,22034.68,767.83,5994.21,cash_withdrawal,desktop,1,3,55,2026-01-01 00:05:04,0
6851,41,Germany,UAE,medium,3183,14614.72,1496.17,1351.18,card_payment,desktop,1,6,20,2026-01-01 06:19:21,0
6852,22,Russia,Unknown,low,746,50210.55,1276.77,415.08,cash_withdrawal,atm,0,2,56,2026-01-01 12:19:28,0
6853,50,Russia,China,low,1893,44887.15,2717.83,1285.94,card_payment,desktop,0,3,43,2026-01-01 09:00:12,0
6854,68,Kazakhstan,UAE,low,2186,30951.67,999.8,961.76,online_transfer,desktop,1,5,56,2026-01-01 07:03:16,0
6855,58,UAE,Russia,medium,388,16024.47,2648.13,2917.05,bill_payment,desktop,0,1,25,2026-01-01 13:17:04,0
6856,63,Russia,UAE,low,2974,41467.34,1396.58,1831.7,card_payment,desktop,0,6,8,2026-01-01 14:34:44,0
6857,27,Russia,Kazakhstan,low,1530,6786.85,2064.93,634.78,card_payment,pos_terminal,0,3,47,2026-01-01 04:33:05,0
6858,23,Kazakhstan,UAE,low,198,28798.67,761.01,572.33,online_transfer,pos_terminal,1,2,41,2026-01-01 12:14:13,0
6859,68,Turkey,Unknown,low,3156,5584.54,2451.38,21145.18,bill_payment,mobile,0,0,29,2026-01-01 19:50:44,0
6860,64,Russia,UAE,low,2605,8820.41,3433.71,6433.26,card_payment,mobile,0,3,54,2026-01-01 04:58:39,0
6861,25,China,UAE,low,642,39701.09,1563.07,1159.86,cash_withdrawal,desktop,1,3,28,2026-01-01 12:16:01,0
6862,34,UAE,UAE,low,768,6108.4,785.82,1053.24,cash_withdrawal,atm,0,1,48,2026-01-01 15:18:41,0
6863,38,Russia,Russia,low,411,12379.33,1264.19,402.07,card_payment,mobile,2,3,36,2026-01-01 01:31:59,0
6864,25,Kazakhstan,Russia,low,1704,7321.25,490.11,568.27,card_payment,desktop,1,5,1,2026-01-01 21:41:32,0
6865,64,Russia,China,low,1720,51704.23,2560.54,1707.53,card_payment,mobile,0,1,26,2026-01-01 05:14:52,0
6866,54,Russia,Russia,high,1811,66549.86,1424.01,1838.92,online_transfer,mobile,0,7,7,2026-01-01 04:59:16,0
6867,49,Russia,Unknown,low,854,46010.71,481.86,597.6,online_transfer,pos_terminal,0,5,20,2026-01-01 20:11:33,0
6868,19,Russia,Russia,low,2875,20214.37,1422.06,1892.65,card_payment,desktop,0,2,25,2026-01-01 16:13:47,0
6869,70,Kazakhstan,Russia,low,2592,8953.7,543.14,366.52,online_transfer,mobile,0,3,57,2026-01-01 03:32:29,0
6870,44,Kazakhstan,Russia,low,3026,50896.82,1755.68,1829.16,online_transfer,desktop,1,3,29,2026-01-01 18:55:10,0
6871,45,Germany,Kazakhstan,low,2114,18553.95,3814.33,7252.82,card_payment,mobile,0,1,19,2026-01-01 05:12:28,0
6872,68,Russia,Kazakhstan,medium,2235,51455.46,2431.14,767.15,bill_payment,atm,1,2,15,2026-01-01 13:18:25,0
6873,31,Russia,Russia,low,2071,27868.89,1328.19,7008.53,cash_withdrawal,mobile,0,5,31,2026-01-01 20:26:45,0
6874,56,Kazakhstan,Russia,high,134,16991.5,1505.15,1680.35,card_payment,pos_terminal,0,3,57,2026-01-01 16:51:25,0
6875,43,Russia,Turkey,high,2492,17652.98,746.51,2425.27,bill_payment,desktop,0,3,58,2026-01-01 01:45:14,0
6876,18,Turkey,Russia,low,733,48781.63,620.59,808.92,bill_payment,atm,1,5,10,2026-01-01 11:06:00,0
6877,68,Russia,Russia,low,1066,12533.07,2454.56,3858.39,card_payment,atm,0,4,33,2026-01-01 03:56:00,0
6878,53,Turkey,Kazakhstan,low,539,33703.43,1372.54,2509.69,card_payment,pos_terminal,0,2,49,2026-01-01 14:20:29,0
6879,60,Turkey,Turkey,low,2124,37524.82,862.9,535.11,cash_withdrawal,atm,0,2,34,2026-01-01 20:01:21,0
6880,36,Russia,Russia,low,3287,135701.6,3909.77,10392.3,bill_payment,mobile,0,0,3,2026-01-01 08:43:39,0
6881,28,Turkey,Germany,medium,949,50879.99,862.58,268.61,cash_withdrawal,mobile,0,1,16,2026-01-01 00:20:31,0
6882,43,Russia,Turkey,low,2794,15115.28,973.77,1095.44,card_payment,desktop,0,5,44,2026-01-01 12:27:51,0
6883,63,Russia,Unknown,low,2406,5046.98,2630.02,1969.51,card_payment,atm,0,1,26,2026-01-01 09:57:50,0
6884,26,Russia,Russia,low,2747,12623.53,2740.76,4014.21,online_transfer,pos_terminal,0,5,59,2026-01-01 00:21:32,0
6885,34,Germany,Turkey,medium,1881,5654.96,1479.46,1095.05,card_payment,mobile,0,6,18,2026-01-01 13:27:21,0
6886,25,Russia,Russia,low,2135,24413.54,1152.32,1177.8,card_payment,atm,0,5,6,2026-01-01 06:43:38,0
6887,48,Turkey,Russia,medium,2542,13807.64,2320.71,1237.38,online_transfer,desktop,0,6,18,2026-01-01 19:17:29,1
6888,54,Russia,China,high,1717,15055.66,487.48,268.36,online_transfer,pos_terminal,0,4,19,2026-01-01 17:06:12,1
6889,40,Kazakhstan,Kazakhstan,high,2160,14497.56,1392.2,1294.95,card_payment,pos_terminal,0,3,29,2026-01-01 03:51:53,0
6890,52,China,Russia,low,760,16267.27,1245.85,1351.98,bill_payment,mobile,0,1,56,2026-01-01 21:33:00,0
6891,52,Russia,UAE,low,1788,120392.16,385.12,100.62,card_payment,mobile,0,0,12,2026-01-01 16:49:01,0
6892,18,Kazakhstan,Russia,low,2682,55275.89,669.1,1847.47,online_transfer,mobile,1,2,2,2026-01-01 10:20:50,0
6893,63,Russia,Germany,low,1249,4661.46,860.78,52722.57,online_transfer,desktop,0,2,48,2026-01-01 16:13:05,0
6894,18,Kazakhstan,Turkey,medium,1199,18290.12,3218.27,55593.67,card_payment,mobile,0,2,19,2026-01-01 01:09:21,1
6895,21,China,Unknown,low,1836,35849.27,344.09,145.13,cash_withdrawal,mobile,1,6,18,2026-01-01 05:10:31,0
6896,42,Kazakhstan,Russia,low,630,20582.33,976.82,1834.63,bill_payment,pos_terminal,0,2,35,2026-01-01 15:40:18,0
6897,40,Russia,UAE,medium,984,78922.87,729.57,266.12,online_transfer,atm,0,5,0,2026-01-01 11:53:38,0
6898,23,UAE,Russia,medium,3401,9961.8,2823.59,3198.3,cash_withdrawal,mobile,0,2,2,2026-01-01 00:06:51,0
6899,45,Kazakhstan,Turkey,low,3178,42378.72,2197.16,1608.2,card_payment,mobile,1,3,0,2026-01-01 09:39:00,0
6900,32,China,China,low,545,12252.8,506.31,614.01,card_payment,atm,0,1,7,2026-01-01 15:00:55,0
6901,22,Russia,Turkey,low,373,27828.83,1496.17,4986.76,online_transfer,pos_terminal,0,1,1,2026-01-01 19:50:51,0
6902,28,Turkey,Kazakhstan,medium,3321,23706.13,4612.65,4310.2,bill_payment,atm,1,4,38,2026-01-01 06:18:30,0
6903,58,Turkey,UAE,low,2193,126258.52,3943.86,1155.44,online_transfer,pos_terminal,0,0,56,2026-01-01 16:08:30,0
6904,26,Germany,UAE,high,1016,63333.47,923.05,4377.88,card_payment,pos_terminal,0,1,14,2026-01-01 18:50:49,0
6905,65,Russia,Germany,low,1631,29330.85,647.13,977.11,online_transfer,mobile,0,7,20,2026-01-01 09:50:42,0
6906,71,UAE,Turkey,medium,3539,28880.89,964.35,361.06,card_payment,mobile,1,3,22,2026-01-01 21:57:51,0
6907,74,Russia,Turkey,low,1260,53850.51,4120.58,1260.59,online_transfer,atm,1,7,5,2026-01-01 11:59:45,1
6908,40,Russia,China,low,864,95774.98,1241.78,9573.5,card_payment,pos_terminal,1,5,37,2026-01-01 09:06:48,0
6909,69,Kazakhstan,China,high,1301,14984.95,562.44,857.27,online_transfer,mobile,0,2,50,2026-01-01 16:19:09,0
6910,70,Russia,Russia,low,3442,67989.25,982.59,973.99,cash_withdrawal,mobile,0,3,48,2026-01-01 00:43:50,0
6911,57,China,Russia,medium,2915,15975.33,428.75,803.54,card_payment,mobile,0,2,23,2026-01-01 06:05:22,0
6912,66,Germany,Russia,medium,2121,52305.83,1721.31,4195.21,bill_payment,mobile,0,4,53,2026-01-01 20:12:46,0
6913,64,Russia,Russia,low,834,12121.98,1611.63,695.11,card_payment,mobile,1,1,0,2026-01-01 21:23:27,0
6914,23,Kazakhstan,Russia,low,198,28798.67,761.01,1069.37,card_payment,mobile,0,0,41,2026-01-01 20:22:16,0
6915,30,Russia,Russia,medium,640,30417.28,1749.35,403.37,online_transfer,mobile,2,5,6,2026-01-01 05:40:03,0
6916,58,Russia,Turkey,low,441,24903.68,3223.31,5628.79,bill_payment,atm,0,5,27,2026-01-01 07:34:26,0
6917,49,Russia,Turkey,low,2669,38030.41,847.11,1073.81,card_payment,mobile,0,1,20,2026-01-01 04:52:20,0
6918,33,China,Russia,medium,591,69712.68,909.97,1617.51,bill_payment,pos_terminal,0,4,52,2026-01-01 03:47:48,0
6919,25,Germany,Russia,high,2756,7192.72,473.8,406.14,online_transfer,atm,1,4,4,2026-01-01 11:11:11,1
6920,33,China,Germany,low,734,62724.19,1086.62,2741.01,cash_withdrawal,desktop,0,6,50,2026-01-01 01:24:44,0
6921,21,Russia,Russia,low,1918,46717.49,1057.36,4196.71,bill_payment,pos_terminal,0,2,44,2026-01-01 20:18:53,0
6922,62,Russia,Russia,low,1334,18547.42,446.93,2321.66,online_transfer,mobile,1,3,4,2026-01-01 16:36:31,0
6923,72,Russia,Unknown,low,1580,15964.18,2627.41,4836.49,online_transfer,mobile,0,4,40,2026-01-01 20:46:08,0
6924,51,UAE,Germany,low,287,71457.34,1533.66,2294.07,online_transfer,desktop,0,3,39,2026-01-01 20:27:51,1
6925,45,Russia,Unknown,low,3607,13687.04,502.82,120.7,cash_withdrawal,mobile,0,4,45,2026-01-01 15:35:12,0
6926,38,Russia,China,low,3362,33220.29,1233.54,2359.71,card_payment,desktop,1,3,32,2026-01-01 12:20:40,0
6927,71,Russia,China,medium,1594,44605.67,843.27,662.1,cash_withdrawal,atm,1,3,18,2026-01-01 01:48:30,0
6928,40,Russia,Russia,low,864,95774.98,1241.78,1046.09,cash_withdrawal,atm,1,6,18,2026-01-01 21:32:28,0
6929,44,Russia,Germany,low,1266,72946.84,558.43,7911.22,online_transfer,mobile,0,6,30,2026-01-01 17:06:07,0
6930,22,Russia,Russia,low,880,11603.49,932.82,240.89,card_payment,mobile,0,4,23,2026-01-01 22:26:03,0
6931,42,Kazakhstan,China,low,2123,59576.59,10510.54,4049.84,cash_withdrawal,atm,1,4,26,2026-01-01 01:29:08,0
6932,68,Russia,Turkey,low,1066,12533.07,2454.56,12523.98,card_payment,mobile,0,6,51,2026-01-01 14:34:51,0
6933,62,Turkey,Germany,low,1373,22015.3,707.59,1322.0,bill_payment,desktop,1,3,50,2026-01-01 14:28:25,0
6934,30,Russia,Unknown,low,1276,23686.86,745.54,402.08,card_payment,mobile,1,1,57,2026-01-01 03:57:34,0
6935,52,Germany,Unknown,low,2293,35412.75,1250.36,812.73,cash_withdrawal,desktop,1,1,10,2026-01-01 19:05:42,0
6936,29,Kazakhstan,Russia,low,1969,57629.44,1085.95,1962.54,card_payment,mobile,0,2,59,2026-01-01 22:06:56,0
6937,53,China,Turkey,low,1521,76947.41,2926.83,9681.98,cash_withdrawal,desktop,1,2,5,2026-01-01 02:19:12,0
6938,37,Turkey,Russia,medium,474,15124.13,1689.23,696.25,online_transfer,desktop,0,6,56,2026-01-01 12:22:40,0
6939,50,Russia,Turkey,low,3120,5398.75,537.42,1445.68,online_transfer,mobile,1,2,53,2026-01-01 16:08:31,0
6940,38,Russia,Russia,low,2797,11624.8,1453.32,8651.38,card_payment,pos_terminal,0,2,38,2026-01-01 21:57:51,0
6941,36,UAE,Russia,low,878,16990.4,698.06,798.91,bill_payment,desktop,1,3,31,2026-01-01 18:27:59,0
6942,74,Russia,Turkey,low,1260,53850.51,4120.58,6013.78,card_payment,mobile,0,4,24,2026-01-01 07:21:33,0
6943,34,Russia,Kazakhstan,medium,3333,85838.33,1433.97,53273.51,bill_payment,desktop,1,6,10,2026-01-01 18:20:09,0
6944,71,China,Turkey,medium,734,370143.26,720.37,1459.25,online_transfer,mobile,0,3,38,2026-01-01 09:52:11,0
6945,57,Russia,Russia,low,478,5765.89,811.71,356.84,card_payment,pos_terminal,0,3,15,2026-01-01 19:59:01,0
6946,42,UAE,Russia,low,206,131421.09,994.88,6638.77,online_transfer,atm,0,3,44,2026-01-01 09:38:02,1
6947,48,Turkey,Turkey,medium,2542,13807.64,2320.71,2497.97,online_transfer,mobile,1,1,3,2026-01-01 22:59:29,0
6948,71,Kazakhstan,Unknown,low,708,282581.86,755.57,142.36,cash_withdrawal,desktop,0,2,46,2026-01-01 13:14:10,0
6949,29,Russia,Unknown,low,1948,60169.29,1318.56,5687.67,card_payment,pos_terminal,0,4,52,2026-01-01 22:31:14,0
6950,57,Russia,Russia,medium,2068,24289.26,1415.03,1840.87,crypto_transfer,atm,0,3,42,2026-01-01 21:52:38,0
6951,58,Russia,Turkey,medium,2407,25897.37,995.67,6390.02,online_transfer,mobile,0,1,1,2026-01-01 08:59:18,0
6952,50,Russia,Russia,medium,2361,40923.27,1691.31,1212.98,card_payment,desktop,1,4,38,2026-01-01 09:00:18,0
6953,20,Kazakhstan,Germany,medium,488,9658.07,2483.94,13756.65,online_transfer,atm,0,3,33,2026-01-01 13:36:38,1
6954,44,Russia,Unknown,low,2090,22888.41,1951.66,2324.62,card_payment,desktop,0,2,20,2026-01-01 22:30:34,0
6955,43,Russia,Turkey,high,1647,12296.43,661.92,491.45,card_payment,pos_terminal,0,2,27,2026-01-01 22:27:48,0
6956,30,Russia,Kazakhstan,medium,2575,87628.21,2537.25,4108.22,card_payment,mobile,1,3,30,2026-01-01 11:40:40,0
6957,45,Kazakhstan,Unknown,low,2518,162725.03,3960.19,3860.31,bill_payment,atm,0,2,0,2026-01-01 00:19:28,0
6958,56,Russia,Kazakhstan,low,3149,63577.36,1720.49,1607.64,card_payment,desktop,0,5,47,2026-01-01 13:58:04,0
6959,72,Turkey,UAE,low,1934,76515.93,3353.68,11430.67,cash_withdrawal,pos_terminal,1,3,25,2026-01-01 19:19:31,0
6960,70,Turkey,Russia,low,563,14012.16,7871.07,3126.72,card_payment,desktop,0,4,44,2026-01-01 05:32:29,0
6961,54,Russia,Kazakhstan,low,3034,93720.28,2364.2,752.45,card_payment,mobile,0,6,11,2026-01-01 10:16:24,0
6962,24,Germany,China,low,867,2888.8,1922.34,1502.52,card_payment,mobile,1,5,13,2026-01-01 07:47:25,0
6963,42,Russia,China,low,1363,53467.98,7211.17,6042.25,bill_payment,desktop,0,4,46,2026-01-01 06:20:27,0
6964,34,UAE,Turkey,low,768,6108.4,785.82,1676.48,card_payment,pos_terminal,1,6,31,2026-01-01 19:35:36,0
6965,23,Russia,Unknown,low,263,53359.14,1424.51,933.64,card_payment,mobile,1,5,34,2026-01-01 17:28:52,0
6966,28,Kazakhstan,Russia,medium,2700,26368.0,1459.09,6145.62,card_payment,desktop,0,3,35,2026-01-01 05:24:37,1
6967,37,Turkey,Russia,medium,53,33997.97,1723.58,3307.55,card_payment,atm,0,2,21,2026-01-01 01:03:42,0
6968,63,UAE,Russia,low,2419,16851.06,1236.99,5912.46,bill_payment,pos_terminal,1,5,23,2026-01-01 23:43:18,0
6969,61,Russia,Turkey,low,2456,37602.66,2755.01,5715.32,bill_payment,atm,1,2,1,2026-01-01 18:20:22,0
6970,65,Russia,China,medium,1255,13744.17,1748.55,1164.3,card_payment,mobile,0,11,16,2026-01-01 09:09:17,0
6971,52,Russia,Russia,medium,1399,16538.98,1543.17,1080.98,card_payment,mobile,1,4,22,2026-01-01 07:59:26,0
6972,20,Russia,Turkey,medium,3163,36112.84,1401.3,1526.49,cash_withdrawal,desktop,1,6,1,2026-01-01 11:46:43,0
6973,74,Russia,Russia,low,2747,44145.71,1002.85,5957.5,card_payment,desktop,0,3,38,2026-01-01 07:08:35,0
6974,66,Russia,Russia,low,1113,82752.95,1208.17,2201.06,cash_withdrawal,mobile,0,2,28,2026-01-01 23:40:26,0
6975,64,Turkey,China,low,1800,63701.89,6488.76,4043.1,card_payment,desktop,0,6,50,2026-01-01 20:41:09,0
6976,28,Russia,Turkey,low,1567,15231.95,1706.64,5553.02,online_transfer,mobile,1,2,28,2026-01-01 01:27:40,0
6977,43,Russia,Russia,low,3063,17135.23,654.4,1737.03,card_payment,pos_terminal,2,2,19,2026-01-01 23:41:34,0
6978,65,Russia,Russia,low,1314,57152.0,1764.78,2524.57,bill_payment,mobile,1,4,5,2026-01-01 03:58:17,0
6979,19,Russia,Kazakhstan,medium,2381,20114.96,1292.64,2627.18,card_payment,mobile,0,4,1,2026-01-01 17:51:36,0
6980,54,Russia,Russia,high,2774,24485.96,579.64,3101.07,card_payment,mobile,0,3,57,2026-01-01 00:04:02,0
6981,51,Russia,Russia,low,3506,26749.32,389.25,354.55,online_transfer,desktop,0,6,2,2026-01-01 03:39:12,0
6982,27,Russia,Unknown,low,3047,12564.83,1978.31,929.98,card_payment,atm,0,1,5,2026-01-01 01:54:51,0
6983,48,Turkey,Germany,low,1731,141304.74,4962.93,3839.87,card_payment,mobile,1,2,34,2026-01-01 15:44:18,0
6984,56,Kazakhstan,Russia,high,134,16991.5,1505.15,2458.78,card_payment,desktop,0,5,31,2026-01-01 09:34:23,0
6985,62,Turkey,UAE,low,1373,22015.3,707.59,373.39,bill_payment,mobile,0,4,15,2026-01-01 01:04:39,0
